Claim ID,Payer,Service Type,Claim Volume,Processing Time (days),Authorization Requests,Authorization Turnaround Time (days),Claim Resubmission Rates (%),Administrative Staff Turnover Rate (%),Cost Per Authorization ($),Revenue Cycle Time (days),Payment Discrepancies ($),Patient Wait Times (days),Patient Retention Rates (%),Patient Health Outcomes (scale 1-10),Data Completeness (%),Data Timeliness (days),User Adoption Rates (%),Payer Response Time (days),Payer Reimbursement Rates (%),Payer Policy Change Frequency (times/year),System Downtime (hours),System Response Time (seconds),Integration Success Rates (%),Training Hours,Resource Utilization Rates (%),Staff Satisfaction (scale 1-10),Date
1122.0,Payer C,Radiology,267.0,30.0,62.0,19.0,10.19,5.17,117.58,50.0,30000.0,,82.08,7.0,85.75,3.0,85.25,24.0,75.01,3.0,2.0,1.73,74.81,14.0,87.03,,
1123.0,Payer B,,182.0,39.0,43.0,11.0,18.23,13.2,59.8,32.0,30000.0,13.0,93.61,8.0,94.1,4.0,67.06,31.0,78.45,1.0,0.0,3.24,84.95,49.0,67.82,9.0,2023-09-18
1124.0,,Radiology,292.0,24.0,65.0,,5.64,13.8,62.73,38.0,4213.69,8.0,79.84,5.0,87.5,,,20.0,69.64,2.0,0.0,1.42,,46.0,83.58,,2021-09-05
1125.0,Payer C,Radiology,296.0,38.0,46.0,27.0,6.66,,56.17,37.0,2952.33,9.0,87.7,7.0,82.64,1.0,,29.0,62.66,2.0,1.0,4.29,74.96,35.0,,9.0,
1126.0,Payer A,Surgery,126.0,38.0,50.0,23.0,,8.75,149.61,55.0,,9.0,71.75,9.0,84.74,2.0,86.96,,95.24,2.0,20.0,1.91,77.99,37.0,89.1,6.0,2022-09-30
1127.0,,Oncology,179.0,34.0,75.0,7.0,22.56,9.62,,40.0,4325.51,,93.22,9.0,92.85,1.0,75.13,24.0,54.25,3.0,1.0,3.2,96.74,28.0,,5.0,2023-11-04
1128.0,Payer A,Oncology,233.0,35.0,45.0,,20.3,,140.58,,2960.81,8.0,78.61,,81.04,3.0,73.42,25.0,,2.0,2.0,1.5,88.79,30.0,,9.0,2023-02-21
1129.0,Payer C,Cardiology,112.0,28.0,75.0,8.0,5.44,8.99,,30.0,1985.49,9.0,83.1,9.0,85.45,1.0,,39.0,66.03,2.0,3.0,4.44,79.92,37.0,60.59,6.0,2023-04-02
1130.0,Payer B,Cardiology,163.0,,45.0,,15.03,9.6,125.32,44.0,,10.0,,9.0,84.17,4.0,,37.0,95.99,1.0,4.0,3.77,94.38,28.0,70.19,7.0,2022-06-03
1131.0,,Surgery,289.0,34.0,49.0,12.0,10.49,14.07,,33.0,1567.4,11.0,93.64,7.0,84.02,4.0,62.59,15.0,78.21,2.0,2.0,1.83,73.27,45.0,61.6,5.0,
1132.0,Payer A,Surgery,246.0,31.0,58.0,23.0,17.97,13.94,99.83,33.0,,10.0,86.82,,93.66,2.0,60.65,12.0,68.66,2.0,2.0,3.86,95.75,,,8.0,2021-08-16
1133.0,Payer A,Surgery,179.0,120.0,57.0,27.0,,14.66,132.46,57.0,2343.69,5.0,71.35,7.0,96.52,3.0,80.64,15.0,70.13,2.0,1.0,1.33,85.54,28.0,78.42,9.0,2023-03-16
,Payer B,Radiology,222.0,33.0,37.0,27.0,22.26,13.85,131.63,,2042.64,6.0,73.88,8.0,94.32,4.0,75.77,32.0,91.89,2.0,3.0,4.09,92.71,14.0,59.43,9.0,
1135.0,Payer C,Surgery,142.0,36.0,53.0,,14.51,5.08,129.43,,4826.03,11.0,80.0,9.0,92.91,2.0,86.28,35.0,51.34,1.0,2.0,2.96,85.55,11.0,65.89,7.0,2021-05-26
1136.0,Payer C,Surgery,188.0,38.0,,10.0,24.89,11.41,132.37,47.0,4107.52,7.0,75.42,8.0,98.33,2.0,74.96,,50.57,2.0,3.0,1.48,77.39,34.0,,6.0,2023-03-27
1137.0,Payer B,Cardiology,247.0,25.0,54.0,,24.6,5.68,71.15,52.0,30000.0,14.0,77.62,,81.17,4.0,66.65,30.0,,2.0,4.0,,89.23,35.0,57.99,7.0,2023-09-17
1138.0,Payer C,Surgery,194.0,23.0,48.0,12.0,22.64,7.73,98.22,58.0,3494.89,6.0,94.94,6.0,83.35,4.0,84.15,22.0,73.46,1.0,3.0,1.8,,,52.68,6.0,2023-05-11
1139.0,Payer C,Radiology,295.0,,62.0,5.0,16.5,10.78,98.49,44.0,4356.69,10.0,86.47,8.0,,3.0,68.83,21.0,79.06,3.0,1.0,3.69,76.9,,63.52,5.0,2023-02-17
1140.0,,Radiology,271.0,38.0,31.0,23.0,12.96,12.01,139.05,,4036.65,8.0,93.06,6.0,87.45,2.0,88.07,,81.22,3.0,1.0,3.83,,30.0,53.27,,
1141.0,,Cardiology,250.0,36.0,44.0,15.0,12.29,11.55,79.69,36.0,3395.09,9.0,80.89,7.0,88.36,2.0,67.51,11.0,86.56,1.0,2.0,4.04,81.7,29.0,71.61,8.0,2022-08-20
1142.0,Payer C,Surgery,101.0,120.0,,25.0,5.24,5.49,143.15,36.0,4844.5,10.0,87.76,6.0,84.13,2.0,65.03,16.0,59.49,1.0,3.0,4.58,92.36,27.0,,7.0,2020-06-10
1143.0,Payer B,Surgery,219.0,34.0,39.0,28.0,9.98,6.04,95.08,46.0,1766.38,7.0,81.49,,,3.0,74.8,38.0,63.11,3.0,20.0,3.62,87.51,25.0,87.6,8.0,2022-09-17
1144.0,Payer B,Radiology,121.0,27.0,47.0,,19.38,6.29,116.98,51.0,4773.52,5.0,78.21,8.0,90.18,2.0,61.52,26.0,,2.0,0.0,2.97,81.44,,88.66,8.0,2021-07-12
1145.0,Payer A,Surgery,,38.0,51.0,19.0,17.07,,76.89,49.0,2605.75,7.0,82.98,7.0,98.56,1.0,61.09,16.0,,3.0,1.0,4.42,79.8,21.0,62.19,9.0,2020-04-09
1146.0,Payer C,Surgery,156.0,27.0,75.0,27.0,23.33,6.78,91.03,56.0,3113.6,7.0,80.68,9.0,,1.0,74.88,10.0,,2.0,4.0,4.6,97.4,49.0,60.41,,2020-02-26
1147.0,Payer C,Surgery,171.0,37.0,,29.0,6.0,11.88,120.98,53.0,1490.96,10.0,94.51,8.0,,2.0,66.45,13.0,80.68,1.0,0.0,4.13,71.2,15.0,,8.0,
1148.0,Payer C,,106.0,35.0,56.0,15.0,8.11,13.31,101.27,45.0,3160.43,8.0,82.4,6.0,94.12,1.0,60.28,24.0,68.32,1.0,3.0,4.77,90.73,33.0,86.2,5.0,2023-03-14
1149.0,,Cardiology,283.0,39.0,42.0,23.0,20.78,9.09,143.07,45.0,,11.0,,5.0,85.82,1.0,68.88,13.0,88.4,1.0,2.0,4.92,81.76,15.0,73.47,8.0,2022-05-15
1150.0,Payer A,Oncology,218.0,,62.0,25.0,12.17,11.93,123.71,37.0,,6.0,86.67,8.0,,3.0,74.32,21.0,76.82,3.0,,2.01,,26.0,74.4,6.0,2023-03-23
1151.0,Payer B,Cardiology,294.0,,34.0,14.0,7.37,7.0,106.44,32.0,4900.77,8.0,81.99,,86.49,2.0,71.83,25.0,60.6,1.0,1.0,,,28.0,85.83,,2023-11-05
1152.0,Payer A,Radiology,213.0,36.0,55.0,28.0,24.93,14.73,138.67,49.0,30000.0,12.0,81.85,7.0,94.48,3.0,64.06,30.0,73.37,3.0,2.0,2.79,95.51,37.0,86.43,6.0,2021-10-11
,Payer C,Surgery,115.0,32.0,42.0,16.0,20.75,8.5,116.56,44.0,2393.55,10.0,78.55,,96.38,2.0,77.39,27.0,79.67,2.0,2.0,4.99,91.73,38.0,83.13,6.0,2020-02-08
1154.0,Payer C,Cardiology,182.0,32.0,56.0,,13.17,13.46,114.73,30.0,4965.07,14.0,72.67,6.0,91.76,4.0,81.31,,93.31,2.0,,1.35,90.1,16.0,80.94,7.0,2023-03-17
1155.0,Payer A,Oncology,278.0,26.0,43.0,28.0,21.47,,74.64,,2821.91,7.0,89.04,9.0,86.45,1.0,,,91.69,2.0,2.0,3.85,84.89,28.0,85.09,5.0,2023-06-09
1156.0,Payer C,Surgery,171.0,29.0,,11.0,18.61,13.65,89.49,31.0,4407.35,,92.95,9.0,86.21,3.0,71.81,37.0,71.32,1.0,20.0,4.4,84.08,17.0,85.04,7.0,2020-04-22
1157.0,Payer C,Radiology,223.0,120.0,32.0,21.0,20.8,5.67,,36.0,1865.28,6.0,75.45,8.0,82.49,3.0,64.13,20.0,82.38,2.0,3.0,4.99,83.82,17.0,64.75,7.0,2021-10-12
1158.0,Payer A,,212.0,23.0,76.0,14.0,21.3,11.5,139.18,43.0,30000.0,,93.14,5.0,98.67,4.0,74.98,37.0,64.89,1.0,3.0,3.48,74.36,14.0,88.94,6.0,
1159.0,Payer A,Cardiology,111.0,25.0,78.0,10.0,6.69,6.2,81.55,45.0,4864.05,5.0,75.81,,92.76,4.0,86.71,25.0,81.65,3.0,1.0,2.52,86.79,43.0,78.37,5.0,2023-03-21
1160.0,Payer C,Cardiology,225.0,37.0,59.0,21.0,17.46,,,56.0,4788.13,5.0,83.25,7.0,80.54,1.0,74.06,24.0,,1.0,3.0,1.67,79.46,30.0,64.81,5.0,2023-06-19
1161.0,Payer C,Surgery,152.0,25.0,64.0,22.0,5.14,5.52,109.37,,3734.94,6.0,78.59,6.0,93.25,,65.87,31.0,81.23,2.0,2.0,4.93,88.55,13.0,67.68,8.0,2021-02-05
1162.0,Payer C,Oncology,174.0,36.0,77.0,9.0,5.87,14.16,56.72,44.0,,7.0,,8.0,,2.0,62.79,15.0,65.19,,0.0,4.7,86.03,45.0,77.49,7.0,2023-07-11
1163.0,,Oncology,232.0,33.0,43.0,22.0,23.08,14.08,121.45,36.0,,13.0,71.32,,99.45,2.0,88.32,39.0,82.2,1.0,0.0,4.22,98.2,14.0,64.44,5.0,2021-01-15
1164.0,Payer B,Cardiology,126.0,120.0,41.0,21.0,15.55,,120.31,42.0,3886.63,12.0,79.13,8.0,96.38,4.0,82.29,33.0,,3.0,0.0,4.78,83.05,32.0,83.06,9.0,2020-03-18
1165.0,Payer B,Radiology,239.0,,,26.0,19.72,10.47,85.5,54.0,3472.2,13.0,71.18,9.0,83.43,1.0,69.39,22.0,,,0.0,1.24,,28.0,55.92,7.0,
1166.0,Payer A,Radiology,244.0,21.0,73.0,20.0,21.77,14.55,139.27,39.0,1366.21,11.0,72.61,7.0,94.4,1.0,68.86,,74.12,2.0,,,,24.0,86.3,5.0,2023-05-24
1167.0,Payer B,Oncology,233.0,22.0,58.0,12.0,23.99,9.97,100.22,38.0,1452.64,11.0,73.56,9.0,89.71,4.0,86.86,37.0,66.05,1.0,4.0,2.1,90.53,23.0,62.05,9.0,2021-09-22
1168.0,Payer A,Radiology,196.0,30.0,72.0,,22.39,,114.58,38.0,30000.0,9.0,70.05,6.0,83.74,4.0,65.33,26.0,62.07,1.0,0.0,4.06,78.01,17.0,56.11,9.0,2020-08-16
1169.0,Payer A,Oncology,104.0,25.0,46.0,,14.67,9.83,,,3897.43,11.0,73.83,7.0,93.97,3.0,76.05,13.0,69.81,2.0,0.0,1.38,77.72,18.0,84.32,9.0,2023-03-21
1170.0,Payer B,,156.0,33.0,69.0,28.0,11.72,12.9,91.73,53.0,1566.86,8.0,,8.0,90.95,4.0,81.41,21.0,69.7,1.0,0.0,,86.79,49.0,59.58,6.0,2023-01-24
1171.0,Payer B,Oncology,255.0,38.0,78.0,20.0,8.09,9.77,,54.0,2870.93,9.0,90.49,8.0,80.61,3.0,71.89,27.0,60.52,3.0,1.0,,,20.0,83.74,8.0,2021-04-29
,Payer B,Oncology,177.0,35.0,50.0,15.0,13.01,12.83,71.29,41.0,2427.93,5.0,74.84,7.0,92.93,2.0,61.2,36.0,70.18,2.0,4.0,4.0,91.6,27.0,61.85,8.0,2021-11-07
1173.0,Payer C,Cardiology,168.0,26.0,52.0,10.0,12.33,9.32,89.06,59.0,3202.02,8.0,72.02,9.0,92.7,4.0,66.83,17.0,81.69,2.0,0.0,4.97,84.67,41.0,87.35,5.0,2022-10-03
1174.0,Payer B,Radiology,217.0,27.0,49.0,7.0,,7.52,81.81,52.0,3825.91,7.0,,7.0,82.88,4.0,87.05,21.0,51.29,1.0,,3.58,77.65,45.0,58.76,5.0,2023-11-09
1175.0,Payer C,Oncology,219.0,38.0,40.0,5.0,18.31,8.26,,49.0,3738.89,6.0,70.2,9.0,86.98,4.0,75.69,13.0,99.46,3.0,,2.21,92.78,30.0,52.79,8.0,2023-06-17
1176.0,Payer A,Oncology,158.0,39.0,63.0,22.0,24.57,5.78,78.97,59.0,3062.08,6.0,88.35,7.0,91.72,3.0,84.46,39.0,64.8,3.0,4.0,3.19,97.79,36.0,87.46,9.0,
1177.0,Payer C,Cardiology,132.0,35.0,39.0,9.0,19.57,9.97,73.28,49.0,2857.34,12.0,73.28,9.0,82.78,,,17.0,81.18,2.0,3.0,4.78,76.39,30.0,56.63,5.0,
1178.0,Payer B,Radiology,161.0,26.0,39.0,17.0,17.87,6.48,142.36,51.0,2591.26,5.0,75.71,5.0,97.05,4.0,88.31,38.0,64.18,2.0,3.0,3.61,93.97,20.0,87.77,6.0,
1179.0,,,149.0,28.0,72.0,14.0,11.7,13.12,124.11,43.0,30000.0,12.0,73.0,7.0,80.55,,87.27,11.0,69.68,1.0,1.0,4.53,75.17,43.0,82.96,6.0,2021-08-13
1180.0,Payer A,Cardiology,211.0,32.0,35.0,9.0,5.69,9.21,81.61,56.0,,13.0,76.18,9.0,82.06,1.0,74.49,,77.46,2.0,3.0,1.09,97.02,14.0,53.28,,2022-10-09
1181.0,Payer A,Oncology,118.0,20.0,65.0,18.0,10.76,,126.33,49.0,2037.46,10.0,89.95,,82.32,,69.55,39.0,80.59,3.0,2.0,2.48,89.26,37.0,67.81,5.0,2020-12-16
1182.0,Payer C,Surgery,296.0,27.0,53.0,21.0,20.37,,52.21,56.0,3973.26,5.0,73.31,6.0,90.56,4.0,78.05,13.0,,1.0,1.0,4.74,75.43,19.0,,5.0,2021-11-04
1183.0,Payer B,,222.0,120.0,41.0,5.0,9.11,,102.65,36.0,2439.05,,94.85,7.0,92.4,1.0,80.25,21.0,89.58,,1.0,1.16,71.09,21.0,63.19,9.0,2020-09-15
1184.0,Payer A,Radiology,,22.0,72.0,29.0,19.24,14.51,75.03,,4387.99,11.0,78.18,7.0,88.07,,74.95,,,3.0,2.0,,90.84,12.0,64.06,5.0,2020-02-25
1185.0,Payer A,Radiology,146.0,22.0,52.0,6.0,16.6,10.68,61.43,37.0,2311.55,9.0,93.05,8.0,85.77,1.0,84.67,30.0,,3.0,1.0,2.39,88.18,10.0,,8.0,2022-12-17
1186.0,,Radiology,266.0,32.0,,11.0,8.44,6.65,138.38,59.0,3807.78,13.0,74.75,9.0,,4.0,65.5,31.0,77.89,2.0,3.0,3.58,88.34,46.0,89.04,5.0,2023-06-03
,Payer C,Radiology,295.0,27.0,,14.0,10.23,14.35,69.93,37.0,1180.44,11.0,,7.0,81.37,1.0,70.03,19.0,73.88,3.0,3.0,1.65,84.47,49.0,56.79,5.0,2020-09-20
1188.0,Payer C,Oncology,132.0,26.0,66.0,,14.93,13.69,132.24,,,9.0,84.13,6.0,85.61,1.0,80.59,24.0,60.77,1.0,3.0,3.61,88.43,10.0,63.17,6.0,2023-05-12
1189.0,Payer B,Oncology,240.0,20.0,35.0,11.0,13.37,13.64,91.32,43.0,30000.0,,71.27,6.0,80.78,1.0,67.4,37.0,50.51,1.0,2.0,4.97,96.2,22.0,,8.0,2021-06-21
1190.0,Payer C,Radiology,,35.0,,28.0,20.57,11.93,51.43,39.0,4266.71,8.0,90.03,6.0,80.28,2.0,,,65.8,3.0,3.0,2.08,98.56,47.0,56.86,7.0,2022-08-11
1191.0,Payer A,Radiology,281.0,25.0,35.0,20.0,19.69,11.25,123.25,47.0,4868.22,,80.99,9.0,87.07,2.0,88.91,18.0,62.97,2.0,,2.85,,24.0,78.43,8.0,2021-02-25
1192.0,Payer B,Radiology,234.0,26.0,79.0,9.0,16.49,5.15,109.64,47.0,2843.53,13.0,87.48,,83.9,3.0,78.78,16.0,74.15,1.0,2.0,1.12,84.64,16.0,66.15,,2022-12-08
1193.0,Payer A,Oncology,178.0,120.0,51.0,16.0,21.45,12.48,84.42,47.0,4299.35,6.0,74.37,7.0,85.37,4.0,88.47,,88.08,2.0,2.0,2.74,78.19,39.0,87.98,,
,Payer A,Radiology,113.0,28.0,70.0,21.0,16.25,5.92,78.15,45.0,3798.78,6.0,,5.0,96.42,,81.67,11.0,,3.0,1.0,2.62,82.35,33.0,75.19,7.0,2023-05-19
1195.0,Payer C,Radiology,246.0,30.0,53.0,20.0,24.29,7.6,57.37,49.0,4869.54,6.0,84.85,9.0,83.26,2.0,81.74,,97.58,2.0,4.0,3.26,93.88,17.0,64.52,6.0,2020-01-21
1196.0,Payer B,Surgery,227.0,29.0,,24.0,9.34,10.51,144.14,34.0,,,88.89,7.0,95.6,2.0,77.76,18.0,61.07,,2.0,2.03,82.75,12.0,78.78,9.0,2021-01-31
1197.0,Payer C,Surgery,153.0,20.0,44.0,20.0,19.28,9.52,,49.0,1309.91,13.0,77.44,,93.5,4.0,64.27,27.0,61.05,3.0,3.0,2.31,81.75,24.0,83.55,8.0,
1198.0,Payer C,Radiology,247.0,37.0,55.0,23.0,12.4,5.16,58.55,34.0,3853.13,12.0,93.33,7.0,86.53,3.0,75.59,32.0,80.22,1.0,2.0,3.44,,45.0,82.02,8.0,2021-01-21
1199.0,Payer B,Cardiology,128.0,23.0,37.0,19.0,10.58,13.24,136.87,49.0,3142.0,6.0,94.03,7.0,90.93,4.0,,21.0,94.81,1.0,0.0,4.63,70.04,23.0,60.51,8.0,2023-01-17
1200.0,Payer A,Radiology,123.0,24.0,53.0,16.0,8.61,13.79,77.88,52.0,1065.74,6.0,91.7,7.0,88.89,1.0,89.96,16.0,83.59,3.0,1.0,,95.57,36.0,66.68,8.0,2022-07-16
1201.0,Payer A,Surgery,181.0,28.0,77.0,25.0,16.05,11.82,70.36,39.0,30000.0,9.0,84.3,7.0,82.57,3.0,68.01,28.0,83.68,2.0,,3.71,75.44,39.0,68.09,6.0,2021-04-23
1202.0,Payer B,Cardiology,162.0,120.0,67.0,14.0,9.31,10.41,78.09,46.0,4687.02,8.0,80.51,7.0,98.14,,,31.0,90.31,3.0,1.0,3.1,78.24,46.0,65.54,8.0,2023-03-05
1203.0,Payer A,Cardiology,204.0,22.0,35.0,26.0,9.01,14.61,,59.0,4704.25,6.0,71.45,9.0,91.39,,78.72,33.0,,1.0,1.0,1.42,80.85,,62.43,7.0,2020-01-07
1204.0,Payer B,,156.0,35.0,64.0,6.0,24.81,6.2,57.41,,30000.0,,93.68,7.0,97.6,4.0,75.33,25.0,87.97,1.0,0.0,,96.42,28.0,80.11,,2022-01-09
1205.0,Payer B,Surgery,235.0,,71.0,11.0,21.03,12.38,98.18,46.0,,12.0,93.79,9.0,96.48,,60.64,35.0,93.31,,2.0,3.84,97.26,46.0,,,2020-04-08
1206.0,Payer C,Surgery,,35.0,30.0,17.0,19.97,6.28,139.57,47.0,,8.0,70.47,,81.6,3.0,63.89,17.0,50.4,3.0,3.0,3.39,89.84,,61.74,6.0,2021-11-29
1207.0,Payer B,,,22.0,,7.0,20.88,,68.82,,1040.82,,78.92,7.0,84.15,1.0,84.33,39.0,94.28,3.0,4.0,1.42,83.18,,55.66,5.0,2020-05-09
1208.0,Payer C,Radiology,116.0,39.0,65.0,19.0,24.38,10.85,83.12,46.0,2151.34,13.0,,9.0,82.91,1.0,74.51,28.0,60.76,3.0,20.0,4.42,85.48,19.0,55.15,8.0,2023-09-10
1209.0,Payer A,Oncology,165.0,34.0,41.0,5.0,16.47,12.37,89.61,57.0,1122.5,8.0,72.02,7.0,96.62,2.0,64.38,15.0,95.61,3.0,4.0,,87.41,35.0,61.08,6.0,2021-11-14
1210.0,Payer A,Oncology,105.0,22.0,67.0,7.0,,5.04,108.62,44.0,1376.43,14.0,74.91,6.0,,1.0,73.96,11.0,63.31,2.0,4.0,1.94,98.62,32.0,80.49,6.0,2022-12-25
1211.0,Payer A,Surgery,157.0,39.0,40.0,29.0,,7.61,141.93,,30000.0,13.0,94.47,,90.56,1.0,67.59,39.0,72.76,1.0,2.0,3.46,99.08,26.0,88.78,,2020-01-18
1212.0,Payer A,Oncology,168.0,33.0,41.0,14.0,19.85,10.38,89.45,41.0,3014.23,7.0,91.18,8.0,82.08,2.0,66.71,11.0,96.69,2.0,4.0,1.87,95.42,,70.58,,2021-12-19
1213.0,Payer C,Surgery,255.0,35.0,71.0,19.0,13.29,10.33,56.92,57.0,4390.13,6.0,,,82.71,3.0,88.73,38.0,55.49,1.0,3.0,1.41,87.51,36.0,63.56,5.0,2023-03-13
1214.0,Payer A,Surgery,161.0,120.0,79.0,26.0,14.47,11.38,84.8,39.0,4447.87,12.0,73.55,7.0,96.27,2.0,70.86,17.0,87.26,1.0,2.0,3.05,81.72,20.0,83.17,5.0,2020-09-24
1215.0,Payer B,Surgery,268.0,39.0,,10.0,13.23,,69.01,42.0,3464.81,7.0,75.28,7.0,98.58,1.0,61.39,36.0,69.62,2.0,4.0,3.89,76.91,13.0,52.68,7.0,2020-12-29
1216.0,Payer B,Oncology,296.0,37.0,,24.0,23.6,,115.18,59.0,4712.7,6.0,85.14,9.0,83.99,4.0,89.11,19.0,51.21,3.0,20.0,2.64,86.03,27.0,53.73,7.0,2020-11-11
1217.0,Payer B,Surgery,181.0,37.0,40.0,19.0,,6.9,52.93,40.0,3000.25,12.0,82.54,5.0,80.22,2.0,83.85,30.0,,1.0,3.0,,80.37,28.0,63.81,7.0,2021-04-28
1218.0,Payer C,Cardiology,268.0,33.0,65.0,28.0,,6.87,79.19,32.0,4556.14,12.0,77.46,6.0,86.62,2.0,67.63,30.0,,3.0,20.0,4.44,72.18,45.0,67.94,6.0,2022-09-14
1219.0,Payer A,Radiology,276.0,37.0,60.0,25.0,23.21,10.77,,,2816.26,9.0,92.1,6.0,80.61,,72.27,20.0,88.71,2.0,0.0,4.84,,35.0,81.91,8.0,2020-11-05
1220.0,Payer A,Radiology,,34.0,62.0,11.0,17.61,11.85,77.73,39.0,2108.9,13.0,92.53,7.0,96.56,4.0,85.87,29.0,69.21,1.0,2.0,1.93,87.13,10.0,87.01,5.0,2022-11-29
1221.0,Payer A,Surgery,170.0,,42.0,29.0,16.6,6.2,105.1,40.0,4665.65,,77.29,9.0,89.83,,,36.0,,3.0,0.0,3.42,88.34,29.0,71.25,,2021-11-13
1222.0,,Radiology,230.0,25.0,47.0,25.0,12.4,6.23,61.47,35.0,30000.0,9.0,73.89,8.0,92.84,4.0,77.02,35.0,87.51,2.0,20.0,,72.21,20.0,69.83,6.0,2021-05-16
1223.0,Payer B,Oncology,109.0,,70.0,9.0,5.37,10.65,,30.0,3013.62,7.0,73.73,7.0,88.23,2.0,76.05,29.0,81.66,1.0,3.0,4.48,84.49,34.0,58.52,9.0,2020-01-04
1224.0,Payer B,Oncology,,37.0,53.0,8.0,7.55,7.7,79.09,35.0,2315.44,11.0,82.11,,,4.0,72.04,33.0,96.96,2.0,1.0,4.56,89.68,28.0,68.05,8.0,2021-04-04
1225.0,Payer A,,188.0,120.0,38.0,26.0,20.08,8.92,142.3,34.0,3651.35,13.0,73.32,7.0,84.44,,79.19,12.0,54.95,3.0,0.0,2.29,98.83,41.0,86.95,9.0,2022-09-13
1226.0,Payer B,Oncology,134.0,27.0,60.0,22.0,14.43,9.01,82.58,36.0,4980.12,8.0,81.83,9.0,,,74.2,36.0,89.93,1.0,3.0,3.58,70.75,10.0,,9.0,2021-02-10
1227.0,Payer B,Radiology,101.0,120.0,70.0,7.0,8.0,,128.18,51.0,1102.05,11.0,,8.0,93.91,4.0,60.64,25.0,83.54,,4.0,4.55,90.29,10.0,58.43,8.0,2020-06-18
1228.0,Payer C,Radiology,223.0,22.0,39.0,21.0,10.28,,74.62,,30000.0,7.0,92.1,5.0,87.21,4.0,84.43,12.0,65.74,1.0,4.0,3.03,71.87,12.0,63.49,6.0,2022-05-08
1229.0,,Radiology,123.0,34.0,31.0,22.0,23.96,13.53,116.98,41.0,1015.7,6.0,77.41,8.0,86.42,2.0,63.39,17.0,77.3,,2.0,3.88,74.77,49.0,70.58,9.0,2022-03-19
1230.0,Payer C,,173.0,32.0,67.0,22.0,12.34,12.15,82.37,36.0,2456.91,5.0,84.02,7.0,80.02,1.0,73.92,28.0,82.23,2.0,,,75.2,41.0,73.94,6.0,
1231.0,Payer C,Radiology,265.0,,44.0,28.0,23.15,11.91,100.92,,1674.43,10.0,88.59,6.0,,1.0,,21.0,86.81,2.0,0.0,4.49,79.87,45.0,67.3,9.0,2021-08-30
1232.0,Payer A,Surgery,121.0,21.0,32.0,28.0,11.09,10.47,117.38,57.0,4029.37,,84.9,9.0,92.47,4.0,81.17,,59.35,2.0,4.0,3.06,94.94,17.0,80.34,7.0,2021-07-01
1233.0,Payer C,Radiology,253.0,,,6.0,15.86,12.01,108.89,30.0,1202.44,6.0,93.85,7.0,90.29,2.0,72.32,22.0,,3.0,2.0,4.77,95.69,39.0,73.38,,2023-07-20
1234.0,,Radiology,270.0,39.0,60.0,17.0,5.41,14.36,107.63,59.0,3213.94,7.0,85.06,5.0,,2.0,82.07,20.0,,2.0,20.0,3.52,81.25,48.0,76.6,5.0,2020-06-30
1235.0,Payer A,,282.0,36.0,,26.0,15.44,11.66,56.57,52.0,2179.7,,92.55,9.0,96.55,2.0,63.94,38.0,64.69,2.0,,1.61,82.94,43.0,84.52,8.0,2021-04-10
1236.0,Payer B,Oncology,138.0,32.0,32.0,19.0,17.74,7.65,74.91,54.0,1534.68,7.0,,9.0,90.08,1.0,79.6,22.0,57.71,2.0,20.0,3.45,76.51,,,9.0,2020-12-12
1237.0,Payer B,,,20.0,40.0,9.0,9.69,10.71,107.18,47.0,,11.0,84.02,9.0,87.69,,84.79,30.0,76.78,3.0,4.0,2.19,82.98,,58.14,9.0,2022-06-21
1238.0,Payer B,,,21.0,44.0,7.0,16.58,9.42,51.83,41.0,1869.67,5.0,83.58,7.0,,4.0,86.68,36.0,71.85,3.0,,2.49,78.25,35.0,74.93,,2021-02-28
,Payer C,Radiology,140.0,34.0,74.0,9.0,17.94,10.56,75.06,36.0,1894.7,,94.74,,96.41,1.0,77.39,12.0,94.65,1.0,0.0,4.24,75.25,36.0,78.67,7.0,2022-05-19
1240.0,Payer C,Radiology,281.0,31.0,57.0,,18.74,10.18,72.92,48.0,2100.31,13.0,75.11,7.0,91.52,2.0,69.39,15.0,85.87,2.0,2.0,,74.75,28.0,55.83,8.0,2021-09-21
,Payer A,Oncology,247.0,33.0,39.0,,,,74.99,51.0,3347.07,12.0,73.52,9.0,81.85,4.0,64.9,36.0,60.29,1.0,2.0,4.48,,,,5.0,2020-12-05
1242.0,Payer A,Oncology,207.0,21.0,67.0,7.0,11.23,11.52,103.56,32.0,3638.66,11.0,85.29,9.0,92.98,1.0,70.37,32.0,52.29,1.0,1.0,2.3,,,57.22,8.0,2020-09-08
1243.0,Payer C,Oncology,246.0,37.0,76.0,7.0,16.36,6.89,108.2,58.0,1070.41,14.0,75.59,6.0,88.5,2.0,76.2,,85.46,3.0,1.0,2.81,88.48,,81.97,5.0,2020-04-08
1244.0,Payer B,Surgery,183.0,26.0,79.0,24.0,24.63,5.63,140.9,39.0,1967.48,12.0,85.98,8.0,96.23,3.0,65.89,34.0,92.29,3.0,2.0,4.93,75.02,39.0,56.46,6.0,2021-05-09
1245.0,Payer A,Surgery,210.0,25.0,79.0,,22.96,9.24,,58.0,2723.88,8.0,94.31,,98.38,4.0,88.58,,85.05,1.0,0.0,4.69,95.14,17.0,79.67,9.0,2023-08-05
